Instancia,k,Algoritmo,Tipo,Costo_total,Tiempo_ms,Factible,Seleccion
ninstance_419.txt,10,bt,MACRO,0,0.0071,si,""
ninstance_419.txt,15,fb,MICRO,-1,0,no,""
ninstance_419.txt,15,bt,MICRO,-1,0,no,""
ninstance_419.txt,15,fb,MACRO,0,0.0513,si,""
ninstance_419.txt,15,bt,MACRO,0,0.0091,si,""
ninstance_419.txt,20,fb,MICRO,0,0.5288,si,""
ninstance_419.txt,20,bt,MICRO,0,0.0139,si,""
ninstance_419.txt,20,fb,MACRO,0,0.0109,si,""
ninstance_419.txt,20,bt,MACRO,0,0.0068,si,""
ninstance_419.txt,25,fb,MICRO,0,0.5242,si,""
ninstance_419.txt,25,bt,MICRO,0,0.0124,si,""
ninstance_419.txt,25,fb,MACRO,0,0.0102,si,""
ninstance_419.txt,25,bt,MACRO,0,0.0061,si,""
ninstance_419.txt,30,fb,MICRO,0,0.5012,si,""
ninstance_419.txt,30,bt,MICRO,0,0.0125,si,""
ninstance_419.txt,30,fb,MACRO,0,0.0099,si,""
ninstance_419.txt,30,bt,MACRO,0,0.006,si,""
ninstance_419.txt,35,fb,MICRO,0,0.5338,si,""
ninstance_419.txt,35,bt,MICRO,0,0.0124,si,""
ninstance_419.txt,35,fb,MACRO,0,0.01,si,""
ninstance_419.txt,35,bt,MACRO,0,0.0063,si,""
ninstance_419.txt,40,fb,MICRO,0,0.4736,si,""
ninstance_419.txt,40,bt,MICRO,0,0.0113,si,""
ninstance_419.txt,40,fb,MACRO,0,0.0095,si,""
ninstance_419.txt,40,bt,MACRO,0,0.0059,si,""
ninstance_419.txt,45,fb,MICRO,0,0.4754,si,""
ninstance_419.txt,45,bt,MICRO,0,0.0115,si,""
ninstance_419.txt,45,fb,MACRO,0,0.0095,si,""
ninstance_419.txt,45,bt,MACRO,0,0.0056,si,""
ninstance_419.txt,50,fb,MICRO,0,0.4555,si,""
ninstance_419.txt,50,bt,MICRO,0,0.0114,si,""
ninstance_419.txt,50,fb,MACRO,0,0.0091,si,""
ninstance_419.txt,50,bt,MACRO,0,0.0056,si,""
ninstance_419.txt,55,fb,MICRO,0,0.8726,si,""
ninstance_419.txt,55,bt,MICRO,0,0.013,si,""
ninstance_419.txt,55,fb,MACRO,-1,0,no,""
ninstance_419.txt,55,bt,MACRO,-1,0,no,""
ninstance_419.txt,60,fb,MICRO,0,0.8467,si,""
ninstance_419.txt,60,bt,MICRO,0,0.0119,si,""
ninstance_419.txt,60,fb,MACRO,-1,0,no,""
ninstance_419.txt,60,bt,MACRO,-1,0,no,""
ninstance_429.txt,5,fb,MICRO,0,137.507,si,""
ninstance_429.txt,5,bt,MICRO,0,0.0443,si,""
ninstance_429.txt,5,fb,MACRO,0,0.0575,si,""
ninstance_429.txt,5,bt,MACRO,0,0.0194,si,""
ninstance_429.txt,10,fb,MICRO,0,1580.38,si,""
ninstance_429.txt,10,bt,MICRO,0,0.0089,si,""
ninstance_429.txt,10,fb,MACRO,-1,0,no,""
ninstance_429.txt,10,bt,MACRO,-1,0,no,""
ninstance_432.txt,5,fb,MICRO,-1,0,no,""
ninstance_432.txt,5,bt,MICRO,-1,0,no,""
ninstance_432.txt,5,fb,MACRO,0,32.9085,si,""
ninstance_432.txt,5,bt,MACRO,0,0.0193,si,""
ninstance_432.txt,10,fb,MICRO,-1,0,no,""
ninstance_432.txt,10,bt,MICRO,-1,0,no,""
ninstance_432.txt,10,fb,MACRO,0,0.1071,si,""
ninstance_432.txt,10,bt,MACRO,0,0.0163,si,""
ninstance_432.txt,15,fb,MICRO,0,7.686,si,""
ninstance_432.txt,15,bt,MICRO,0,0.0267,si,""
ninstance_432.txt,15,fb,MACRO,0,0.0326,si,""
ninstance_432.txt,15,bt,MACRO,0,0.02,si,""
ninstance_432.txt,20,fb,MICRO,0,12.3942,si,""
ninstance_432.txt,20,bt,MICRO,0,0.0194,si,""
ninstance_432.txt,20,fb,MACRO,0,0.0235,si,""
ninstance_432.txt,20,bt,MACRO,0,0.0124,si,""
ninstance_432.txt,25,fb,MICRO,0,18.031,si,""
ninstance_432.txt,25,bt,MICRO,0,0.0411,si,""
ninstance_432.txt,25,fb,MACRO,0,0.0468,si,""
ninstance_432.txt,25,bt,MACRO,0,0.4467,si,""
ninstance_432.txt,30,fb,MICRO,0,17.3924,si,""
ninstance_432.txt,30,bt,MICRO,0,0.017,si,""
ninstance_432.txt,30,fb,MACRO,0,0.0205,si,""
ninstance_432.txt,30,bt,MACRO,0,0.0129,si,""
ninstance_432.txt,35,fb,MICRO,0,6.6734,si,""
ninstance_432.txt,35,bt,MICRO,0,0.0159,si,""
ninstance_432.txt,35,fb,MACRO,0,0.02,si,""
ninstance_432.txt,35,bt,MACRO,0,0.0214,si,""
ninstance_432.txt,40,fb,MICRO,0,20.6305,si,""
ninstance_432.txt,40,bt,MICRO,0,0.0377,si,""
ninstance_432.txt,40,fb,MACRO,-1,0,no,""
ninstance_432.txt,40,bt,MACRO,-1,0,no,""
ninstance_432.txt,45,fb,MICRO,0,39.4443,si,""
ninstance_432.txt,45,bt,MICRO,0,0.0412,si,""
ninstance_432.txt,45,fb,MACRO,-1,0,no,""
ninstance_432.txt,45,bt,MACRO,-1,0,no,""
ninstance_436.txt,5,fb,MICRO,-1,0,no,""
ninstance_436.txt,5,bt,MICRO,-1,0,no,""
ninstance_436.txt,5,fb,MACRO,0,0.0148,si,""
ninstance_436.txt,5,bt,MACRO,0,0.0044,si,""
ninstance_436.txt,10,fb,MICRO,0,0.3524,si,""
ninstance_436.txt,10,bt,MICRO,0,0.009,si,""
ninstance_436.txt,10,fb,MACRO,0,0.0063,si,""
ninstance_436.txt,10,bt,MACRO,0,0.0036,si,""
ninstance_436.txt,15,fb,MICRO,0,0.699,si,""
ninstance_436.txt,15,bt,MICRO,0,0.0093,si,""
ninstance_436.txt,15,fb,MACRO,-1,0,no,""
ninstance_436.txt,15,bt,MACRO,-1,0,no,""
ninstance_445.txt,5,fb,MICRO,-1,0,no,""
ninstance_445.txt,5,bt,MICRO,-1,0,no,""
ninstance_445.txt,5,fb,MACRO,0,69.9803,si,""
ninstance_445.txt,5,bt,MACRO,0,0.0228,si,""
ninstance_445.txt,10,fb,MICRO,-1,0,no,""
ninstance_445.txt,10,bt,MICRO,-1,0,no,""
ninstance_445.txt,10,fb,MACRO,0,0.1086,si,""
ninstance_445.txt,10,bt,MACRO,0,0.0083,si,""
ninstance_445.txt,15,fb,MICRO,0,107.077,si,""
ninstance_445.txt,15,bt,MICRO,0,0.0307,si,""
ninstance_445.txt,15,fb,MACRO,0,0.0359,si,""
ninstance_445.txt,15,bt,MACRO,0,0.0085,si,""
ninstance_445.txt,20,fb,MICRO,0,118.04,si,""
ninstance_445.txt,20,bt,MICRO,0,0.0262,si,""
ninstance_445.txt,20,fb,MACRO,0,0.0436,si,""
ninstance_445.txt,20,bt,MACRO,0,0.0156,si,""
ninstance_445.txt,25,fb,MICRO,0,111.336,si,""
ninstance_445.txt,25,bt,MICRO,0,0.032,si,""
ninstance_445.txt,25,fb,MACRO,0,0.0429,si,""
ninstance_445.txt,25,bt,MACRO,0,0.0116,si,""
ninstance_445.txt,30,fb,MICRO,0,206.861,si,""
ninstance_445.txt,30,bt,MICRO,0,0.0273,si,""
ninstance_445.txt,30,fb,MACRO,-1,0,no,""
ninstance_445.txt,30,bt,MACRO,-1,0,no,""
ninstance_445.txt,35,fb,MICRO,0,847.106,si,""
ninstance_445.txt,35,bt,MICRO,0,0.0282,si,""
ninstance_445.txt,35,fb,MACRO,-1,0,no,""
ninstance_445.txt,35,bt,MACRO,-1,0,no,""
ninstance_445.txt,40,fb,MICRO,0,938.296,si,""
ninstance_445.txt,40,bt,MICRO,0,0.0405,si,""
ninstance_445.txt,40,fb,MACRO,-1,0,no,""
ninstance_445.txt,40,bt,MACRO,-1,0,no,""
ninstance_447.txt,5,fb,MICRO,-1,0,no,""
ninstance_447.txt,5,bt,MICRO,-1,0,no,""
ninstance_447.txt,5,fb,MACRO,0,1.0653,si,""
ninstance_447.txt,5,bt,MACRO,0,0.0065,si,""
ninstance_447.txt,10,fb,MICRO,0,6.9714,si,""
ninstance_447.txt,10,bt,MICRO,0,0.0164,si,""
ninstance_447.txt,10,fb,MACRO,0,0.0272,si,""
ninstance_447.txt,10,bt,MACRO,0,0.0105,si,""
ninstance_447.txt,15,fb,MICRO,0,8.435,si,""
ninstance_447.txt,15,bt,MICRO,0,0.0348,si,""
ninstance_447.txt,15,fb,MACRO,0,0.0367,si,""
ninstance_447.txt,15,bt,MACRO,0,0.0143,si,""
ninstance_447.txt,20,fb,MICRO,0,38.6288,si,""
ninstance_447.txt,20,bt,MICRO,0,0.0388,si,""
ninstance_447.txt,20,fb,MACRO,-1,0,no,""
ninstance_447.txt,20,bt,MACRO,-1,0,no,""
ninstance_457.txt,5,fb,MICRO,-1,0,no,""
ninstance_457.txt,5,bt,MICRO,-1,0,no,""
ninstance_457.txt,5,fb,MACRO,0,66.9631,si,""
ninstance_457.txt,5,bt,MACRO,0,0.0251,si,""
ninstance_457.txt,10,fb,MICRO,-1,0,no,""
ninstance_457.txt,10,bt,MICRO,-1,0,no,""
ninstance_457.txt,10,fb,MACRO,0,3.3571,si,""
ninstance_457.txt,10,bt,MACRO,0,0.0097,si,""
ninstance_457.txt,15,fb,MICRO,-1,0,no,""
ninstance_457.txt,15,bt,MICRO,-1,0,no,""
ninstance_457.txt,15,fb,MACRO,0,0.2013,si,""
ninstance_457.txt,15,bt,MACRO,0,0.0119,si,""
ninstance_457.txt,20,fb,MICRO,0,10.2627,si,""
ninstance_457.txt,20,bt,MICRO,0,0.0354,si,""
ninstance_457.txt,20,fb,MACRO,0,0.0445,si,""
ninstance_457.txt,20,bt,MACRO,0,0.0259,si,""
ninstance_457.txt,25,fb,MICRO,0,7.2957,si,""
ninstance_457.txt,25,bt,MICRO,0,0.0164,si,""
ninstance_457.txt,25,fb,MACRO,0,0.0209,si,""
ninstance_457.txt,25,bt,MACRO,0,0.0076,si,""
ninstance_457.txt,30,fb,MICRO,0,6.1556,si,""
ninstance_457.txt,30,bt,MICRO,0,0.0361,si,""
ninstance_457.txt,30,fb,MACRO,0,0.0446,si,""
ninstance_457.txt,30,bt,MACRO,0,0.0206,si,""
ninstance_457.txt,35,fb,MICRO,0,11.8234,si,""
ninstance_457.txt,35,bt,MICRO,0,0.0706,si,""
ninstance_457.txt,35,fb,MACRO,0,0.0438,si,""
ninstance_457.txt,35,bt,MACRO,0,0.0191,si,""
ninstance_457.txt,40,fb,MICRO,0,11.0482,si,""
ninstance_457.txt,40,bt,MICRO,0,0.016,si,""
ninstance_457.txt,40,fb,MACRO,0,0.0208,si,""
ninstance_457.txt,40,bt,MACRO,0,0.0076,si,""
ninstance_457.txt,45,fb,MICRO,0,6.2219,si,""
ninstance_457.txt,45,bt,MICRO,0,0.036,si,""
ninstance_457.txt,45,fb,MACRO,0,0.0196,si,""
