Instancia,k,Algoritmo,Tipo,Costo_total,Tiempo_ms,Factible,Seleccion
ninstance_457.txt,45,bt,MACRO,0,0.023,si,""
ninstance_457.txt,50,fb,MICRO,0,7.1002,si,""
ninstance_457.txt,50,bt,MICRO,0,0.0158,si,""
ninstance_457.txt,50,fb,MACRO,0,0.0213,si,""
ninstance_457.txt,50,bt,MACRO,0,0.008,si,""
ninstance_457.txt,55,fb,MICRO,0,6.4169,si,""
ninstance_457.txt,55,bt,MICRO,0,0.0337,si,""
ninstance_457.txt,55,fb,MACRO,0,0.0438,si,""
ninstance_457.txt,55,bt,MACRO,0,0.0246,si,""
ninstance_457.txt,60,fb,MICRO,0,22.9439,si,""
ninstance_457.txt,60,bt,MICRO,0,0.0479,si,""
ninstance_457.txt,60,fb,MACRO,-1,0,no,""
ninstance_457.txt,60,bt,MACRO,-1,0,no,""
ninstance_458.txt,5,fb,MICRO,-1,0,no,""
ninstance_458.txt,5,bt,MICRO,-1,0,no,""
ninstance_458.txt,5,fb,MACRO,0,971.014,si,""
ninstance_458.txt,5,bt,MACRO,0,0.0222,si,""
ninstance_458.txt,10,fb,MICRO,-1,0,no,""
ninstance_458.txt,10,bt,MICRO,-1,0,no,""
ninstance_458.txt,10,fb,MACRO,0,1.581,si,""
ninstance_458.txt,10,bt,MACRO,0,0.0143,si,""
ninstance_458.txt,15,fb,MICRO,0,112.121,si,""
ninstance_458.txt,15,bt,MICRO,0,0.0375,si,""
ninstance_458.txt,15,fb,MACRO,0,0.0448,si,""
ninstance_458.txt,15,bt,MACRO,0,0.0126,si,""
ninstance_458.txt,20,fb,MICRO,0,108.761,si,""
ninstance_458.txt,20,bt,MICRO,0,0.0203,si,""
ninstance_458.txt,20,fb,MACRO,0,0.0416,si,""
ninstance_458.txt,20,bt,MACRO,0,0.0131,si,""
ninstance_458.txt,25,fb,MICRO,0,121.382,si,""
ninstance_458.txt,25,bt,MICRO,0,0.0384,si,""
ninstance_458.txt,25,fb,MACRO,0,0.0415,si,""
ninstance_458.txt,25,bt,MACRO,0,0.0156,si,""
ninstance_458.txt,30,fb,MICRO,0,112.622,si,""
ninstance_458.txt,30,bt,MICRO,0,0.0378,si,""
ninstance_458.txt,30,fb,MACRO,0,0.0758,si,""
ninstance_458.txt,30,bt,MACRO,0,0.0118,si,""
ninstance_458.txt,35,fb,MICRO,0,110.402,si,""
ninstance_458.txt,35,bt,MICRO,0,0.0378,si,""
ninstance_458.txt,35,fb,MACRO,0,0.0407,si,""
ninstance_458.txt,35,bt,MACRO,0,0.0111,si,""
ninstance_458.txt,40,fb,MICRO,0,119.247,si,""
ninstance_458.txt,40,bt,MICRO,0,0.0364,si,""
ninstance_458.txt,40,fb,MACRO,0,0.0385,si,""
ninstance_458.txt,40,bt,MACRO,0,0.0101,si,""
ninstance_458.txt,45,fb,MICRO,0,119.268,si,""
ninstance_458.txt,45,bt,MICRO,0,0.0263,si,""
ninstance_458.txt,45,fb,MACRO,0,0.0417,si,""
ninstance_458.txt,45,bt,MACRO,0,0.0118,si,""
ninstance_458.txt,50,fb,MICRO,0,217.372,si,""
ninstance_458.txt,50,bt,MICRO,0,0.0441,si,""
ninstance_458.txt,50,fb,MACRO,-1,0,no,""
ninstance_458.txt,50,bt,MACRO,-1,0,no,""
ninstance_458.txt,55,fb,MICRO,0,465.218,si,""
ninstance_458.txt,55,bt,MICRO,0,0.0434,si,""
ninstance_458.txt,55,fb,MACRO,-1,0,no,""
ninstance_458.txt,55,bt,MACRO,-1,0,no,""
ninstance_458.txt,60,fb,MICRO,0,923.376,si,""
ninstance_458.txt,60,bt,MICRO,0,0.034,si,""
ninstance_458.txt,60,fb,MACRO,-1,0,no,""
ninstance_458.txt,60,bt,MACRO,-1,0,no,""
ninstance_458.txt,65,fb,MICRO,0,881.044,si,""
ninstance_458.txt,65,bt,MICRO,0,0.0307,si,""
ninstance_458.txt,65,fb,MACRO,-1,0,no,""
ninstance_458.txt,65,bt,MACRO,-1,0,no,""
ninstance_460.txt,5,fb,MICRO,-1,0,no,""
ninstance_460.txt,5,bt,MICRO,-1,0,no,""
ninstance_460.txt,5,fb,MACRO,0,1.0193,si,""
ninstance_460.txt,5,bt,MACRO,0,0.0092,si,""
ninstance_460.txt,10,fb,MICRO,0,0.356,si,""
ninstance_460.txt,10,bt,MICRO,0,0.0117,si,""
ninstance_460.txt,10,fb,MACRO,0,0.0085,si,""
ninstance_460.txt,10,bt,MACRO,0,0.0069,si,""
ninstance_460.txt,15,fb,MICRO,0,0.355,si,""
ninstance_460.txt,15,bt,MICRO,0,0.0115,si,""
ninstance_460.txt,15,fb,MACRO,0,0.0084,si,""
ninstance_460.txt,15,bt,MACRO,0,0.0067,si,""
ninstance_460.txt,20,fb,MICRO,0,0.3547,si,""
ninstance_460.txt,20,bt,MICRO,0,0.0119,si,""
ninstance_460.txt,20,fb,MACRO,0,0.0089,si,""
ninstance_460.txt,20,bt,MACRO,0,0.0068,si,""
ninstance_460.txt,25,fb,MICRO,0,0.7094,si,""
ninstance_460.txt,25,bt,MICRO,0,0.0142,si,""
ninstance_460.txt,25,fb,MACRO,-1,0,no,""
ninstance_460.txt,25,bt,MACRO,-1,0,no,""
ninstance_472.txt,5,fb,MICRO,-1,0,no,""
ninstance_472.txt,5,bt,MICRO,-1,0,no,""
ninstance_472.txt,5,fb,MACRO,0,120.654,si,""
ninstance_472.txt,5,bt,MACRO,0,0.0125,si,""
ninstance_472.txt,10,fb,MICRO,-1,0,no,""
ninstance_472.txt,10,bt,MICRO,-1,0,no,""
ninstance_472.txt,10,fb,MACRO,0,16.9852,si,""
ninstance_472.txt,10,bt,MACRO,0,0.0354,si,""
ninstance_472.txt,15,fb,MICRO,-1,0,no,""
ninstance_472.txt,15,bt,MICRO,-1,0,no,""
ninstance_472.txt,15,fb,MACRO,0,0.1177,si,""
ninstance_472.txt,15,bt,MACRO,0,0.1294,si,""
ninstance_472.txt,20,fb,MICRO,0,17.57,si,""
ninstance_472.txt,20,bt,MICRO,0,0.0367,si,""
ninstance_472.txt,20,fb,MACRO,0,0.0467,si,""
ninstance_472.txt,20,bt,MACRO,0,0.0239,si,""
ninstance_472.txt,25,fb,MICRO,0,10.9729,si,""
ninstance_472.txt,25,bt,MICRO,0,0.0342,si,""
ninstance_472.txt,25,fb,MACRO,0,0.0235,si,""
ninstance_472.txt,25,bt,MACRO,0,0.0231,si,""
ninstance_472.txt,30,fb,MICRO,0,10.3402,si,""
ninstance_472.txt,30,bt,MICRO,0,0.0158,si,""
ninstance_472.txt,30,fb,MACRO,0,0.0207,si,""
ninstance_472.txt,30,bt,MACRO,0,0.008,si,""
ninstance_472.txt,35,fb,MICRO,0,8.728,si,""
ninstance_472.txt,35,bt,MICRO,0,0.1847,si,""
ninstance_472.txt,35,fb,MACRO,0,0.1668,si,""
ninstance_472.txt,35,bt,MACRO,0,0.3015,si,""
ninstance_472.txt,40,fb,MICRO,0,10.1615,si,""
ninstance_472.txt,40,bt,MICRO,0,0.022,si,""
ninstance_472.txt,40,fb,MACRO,0,0.0203,si,""
ninstance_472.txt,40,bt,MACRO,0,0.0079,si,""
ninstance_472.txt,45,fb,MICRO,0,6.3805,si,""
ninstance_472.txt,45,bt,MICRO,0,0.016,si,""
ninstance_472.txt,45,fb,MACRO,0,0.0191,si,""
ninstance_472.txt,45,bt,MACRO,0,0.0071,si,""
ninstance_472.txt,50,fb,MICRO,0,18.1838,si,""
ninstance_472.txt,50,bt,MICRO,0,0.0393,si,""
ninstance_472.txt,50,fb,MACRO,-1,0,no,""
ninstance_472.txt,50,bt,MACRO,-1,0,no,""
ninstance_472.txt,55,fb,MICRO,0,19.7223,si,""
ninstance_472.txt,55,bt,MICRO,0,0.0197,si,""
ninstance_472.txt,55,fb,MACRO,-1,0,no,""
ninstance_472.txt,55,bt,MACRO,-1,0,no,""
ninstance_472.txt,60,fb,MICRO,0,20.9178,si,""
ninstance_472.txt,60,bt,MICRO,0,0.06,si,""
ninstance_472.txt,60,fb,MACRO,-1,0,no,""
ninstance_472.txt,60,bt,MACRO,-1,0,no,""
ninstance_472.txt,65,fb,MICRO,0,31.8216,si,""
ninstance_472.txt,65,bt,MICRO,0,0.0421,si,""
ninstance_472.txt,65,fb,MACRO,-1,0,no,""
ninstance_472.txt,65,bt,MACRO,-1,0,no,""
ninstance_472.txt,70,fb,MICRO,0,55.0456,si,""
ninstance_472.txt,70,bt,MICRO,0,0.0586,si,""
ninstance_472.txt,70,fb,MACRO,-1,0,no,""
ninstance_472.txt,70,bt,MACRO,-1,0,no,""
ninstance_519.txt,5,fb,MICRO,-1,0,no,""
ninstance_519.txt,5,bt,MICRO,-1,0,no,""
ninstance_519.txt,5,fb,MACRO,0,0.0487,si,""
ninstance_519.txt,5,bt,MACRO,0,0.0154,si,""
ninstance_519.txt,10,fb,MICRO,0,1620.19,si,""
ninstance_519.txt,10,bt,MICRO,0,0.0106,si,""
ninstance_519.txt,10,fb,MACRO,-1,0,no,""
ninstance_519.txt,10,bt,MACRO,-1,0,no,""
ninstance_520.txt,5,fb,MICRO,-1,0,no,""
ninstance_520.txt,5,bt,MICRO,-1,0,no,""
ninstance_520.txt,5,fb,MACRO,0,0.351,si,""
ninstance_520.txt,5,bt,MACRO,0,0.0072,si,""
ninstance_520.txt,10,fb,MICRO,0,107.983,si,""
ninstance_520.txt,10,bt,MICRO,0,0.0323,si,""
ninstance_520.txt,10,fb,MACRO,0,0.0591,si,""
ninstance_520.txt,10,bt,MACRO,0,0.0101,si,""
ninstance_520.txt,15,fb,MICRO,0,191.91,si,""
ninstance_520.txt,15,bt,MICRO,0,0.0338,si,""
ninstance_520.txt,15,fb,MACRO,-1,0,no,""
ninstance_520.txt,15,bt,MACRO,-1,0,no,""
ninstance_520.txt,20,fb,MICRO,0,434.355,si,""
ninstance_520.txt,20,bt,MICRO,0,0.0317,si,""
ninstance_520.txt,20,fb,MACRO,-1,0,no,""
ninstance_520.txt,20,bt,MACRO,-1,0,no,""
ninstance_522.txt,5,fb,MICRO,-1,0,no,""
ninstance_522.txt,5,bt,MICRO,-1,0,no,""
ninstance_522.txt,5,fb,MACRO,0,228.134,si,""
ninstance_522.txt,5,bt,MACRO,0,0.025,si,""
ninstance_522.txt,10,fb,MICRO,0,28548.5,si,""
ninstance_522.txt,10,bt,MICRO,0,0.0562,si,""
ninstance_522.txt,10,fb,MACRO,0,0.148,si,""
ninstance_522.txt,10,bt,MACRO,0,0.0231,si,""
ninstance_522.txt,15,fb,MICRO,0,26047.2,si,""
ninstance_522.txt,15,bt,MICRO,0,0.0346,si,""
ninstance_522.txt,15,fb,MACRO,0,0.2806,si,""
ninstance_522.txt,15,bt,MACRO,0,0.0399,si,""
ninstance_522.txt,20,fb,MICRO,0,26628.9,si,""
ninstance_522.txt,20,bt,MICRO,0,0.0446,si,""
ninstance_522.txt,20,fb,MACRO,0,0.184,si,""
ninstance_522.txt,20,bt,MACRO,0,0.0172,si,""
ninstance_522.txt,25,fb,MICRO,0,124219,si,""
ninstance_522.txt,25,bt,MICRO,0,0.05,si,""
ninstance_522.txt,25,fb,MACRO,-1,0,no,""
ninstance_522.txt,25,bt,MACRO,-1,0,no,""
ninstance_522.txt,30,fb,MICRO,0,346032,si,""
ninstance_522.txt,30,bt,MICRO,0,0.1481,si,""
ninstance_522.txt,30,fb,MACRO,-1,0,no,""
ninstance_522.txt,30,bt,MACRO,-1,0,no,""
ninstance_522.txt,35,fb,MICRO,0,501329,si,""
ninstance_522.txt,35,bt,MICRO,0,0.0527,si,""
ninstance_522.txt,35,fb,MACRO,-1,0,no,""
ninstance_522.txt,35,bt,MACRO,-1,0,no,""
ninstance_528.txt,5,fb,MICRO,-1,0,no,""
ninstance_528.txt,5,bt,MICRO,-1,0,no,""
ninstance_528.txt,5,fb,MACRO,0,67.4805,si,""
ninstance_528.txt,5,bt,MACRO,0,0.0261,si,""
ninstance_528.txt,10,fb,MICRO,-1,0,no,""
ninstance_528.txt,10,bt,MICRO,-1,0,no,""
ninstance_528.txt,10,fb,MACRO,0,0.2076,si,""
ninstance_528.txt,10,bt,MACRO,0,0.0114,si,""
ninstance_528.txt,15,fb,MICRO,0,115.17,si,""
ninstance_528.txt,15,bt,MICRO,0,0.039,si,""
ninstance_528.txt,15,fb,MACRO,0,0.0363,si,""
ninstance_528.txt,15,bt,MACRO,0,0.0091,si,""
ninstance_528.txt,20,fb,MICRO,0,115.642,si,""
ninstance_528.txt,20,bt,MICRO,0,0.0344,si,""
ninstance_528.txt,20,fb,MACRO,0,0.0519,si,""
ninstance_528.txt,20,bt,MACRO,0,0.015,si,""
ninstance_528.txt,25,fb,MICRO,0,113.887,si,""
ninstance_528.txt,25,bt,MICRO,0,0.034,si,""
ninstance_528.txt,25,fb,MACRO,0,0.0319,si,""
ninstance_528.txt,25,bt,MACRO,0,0.0088,si,""
ninstance_528.txt,30,fb,MICRO,0,130.756,si,""
ninstance_528.txt,30,bt,MICRO,0,0.0239,si,""
ninstance_528.txt,30,fb,MACRO,0,0.0316,si,""
ninstance_528.txt,30,bt,MACRO,0,0.0074,si,""
ninstance_528.txt,35,fb,MICRO,0,814.517,si,""
ninstance_528.txt,35,bt,MICRO,0,0.0441,si,""
ninstance_528.txt,35,fb,MACRO,-1,0,no,""
ninstance_528.txt,35,bt,MACRO,-1,0,no,""
ninstance_528.txt,40,fb,MICRO,0,801.162,si,""
ninstance_528.txt,40,bt,MICRO,0,0.0418,si,""
ninstance_528.txt,40,fb,MACRO,-1,0,no,""
ninstance_528.txt,40,bt,MACRO,-1,0,no,""
ninstance_534.txt,5,fb,MICRO,-1,0,no,""
ninstance_534.txt,5,bt,MICRO,-1,0,no,""
ninstance_534.txt,5,fb,MACRO,0,0.2353,si,""
ninstance_534.txt,5,bt,MACRO,0,0.0118,si,""
ninstance_534.txt,10,fb,MICRO,0,115.921,si,""
ninstance_534.txt,10,bt,MICRO,0,0.0296,si,""
ninstance_534.txt,10,fb,MACRO,0,0.0284,si,""
ninstance_534.txt,10,bt,MACRO,0,0.0145,si,""
ninstance_534.txt,15,fb,MICRO,0,410.128,si,""
ninstance_534.txt,15,bt,MICRO,0,0.033,si,""
ninstance_534.txt,15,fb,MACRO,-1,0,no,""
ninstance_534.txt,15,bt,MACRO,-1,0,no,""
ninstance_534.txt,20,fb,MICRO,0,412.813,si,""
ninstance_534.txt,20,bt,MICRO,0,0.0273,si,""
ninstance_534.txt,20,fb,MACRO,-1,0,no,""
ninstance_534.txt,20,bt,MACRO,-1,0,no,""
ninstance_543.txt,5,fb,MICRO,-1,0,no,""
ninstance_543.txt,5,bt,MICRO,-1,0,no,""
ninstance_543.txt,5,fb,MACRO,0,3522.26,si,""
ninstance_543.txt,5,bt,MACRO,0,0.0653,si,""
ninstance_543.txt,10,fb,MICRO,-1,0,no,""
ninstance_543.txt,10,bt,MICRO,-1,0,no,""
ninstance_543.txt,10,fb,MACRO,0,0.6448,si,""
ninstance_543.txt,10,bt,MACRO,0,0.029,si,""
ninstance_543.txt,15,fb,MICRO,0,1759.56,si,""
ninstance_543.txt,15,bt,MICRO,0,0.0287,si,""
ninstance_543.txt,15,fb,MACRO,0,0.1898,si,""
ninstance_543.txt,15,bt,MACRO,0,0.0134,si,""
ninstance_543.txt,20,fb,MICRO,0,1906.2,si,""
ninstance_543.txt,20,bt,MICRO,0,0.0302,si,""
ninstance_543.txt,20,fb,MACRO,0,0.0987,si,""
ninstance_543.txt,20,bt,MACRO,0,0.0177,si,""
ninstance_543.txt,25,fb,MICRO,0,1746.36,si,""
ninstance_543.txt,25,bt,MICRO,0,0.054,si,""
ninstance_543.txt,25,fb,MACRO,0,0.1689,si,""
ninstance_543.txt,25,bt,MACRO,0,0.0249,si,""
ninstance_543.txt,30,fb,MICRO,0,1884.47,si,""
ninstance_543.txt,30,bt,MICRO,0,0.0369,si,""
ninstance_543.txt,30,fb,MACRO,0,0.1259,si,""
ninstance_543.txt,30,bt,MACRO,0,0.0165,si,""
ninstance_543.txt,35,fb,MICRO,0,1850.87,si,""
ninstance_543.txt,35,bt,MICRO,0,0.0332,si,""
ninstance_543.txt,35,fb,MACRO,0,0.1439,si,""
ninstance_543.txt,35,bt,MACRO,0,0.0152,si,""
ninstance_543.txt,40,fb,MICRO,0,1797.08,si,""
ninstance_543.txt,40,bt,MICRO,0,0.0409,si,""
ninstance_543.txt,40,fb,MACRO,0,0.1188,si,""
ninstance_543.txt,40,bt,MACRO,0,0.0356,si,""
ninstance_543.txt,45,fb,MICRO,0,16000.5,si,""
ninstance_543.txt,45,bt,MICRO,0,0.0586,si,""
ninstance_543.txt,45,fb,MACRO,-1,0,no,""
ninstance_543.txt,45,bt,MACRO,-1,0,no,""
ninstance_543.txt,50,fb,MICRO,0,39366.7,si,""
ninstance_543.txt,50,bt,MICRO,0,0.1456,si,""
ninstance_543.txt,50,fb,MACRO,-1,0,no,""
ninstance_543.txt,50,bt,MACRO,-1,0,no,""
ninstance_543.txt,55,fb,MICRO,0,78673.6,si,""
ninstance_543.txt,55,bt,MICRO,0,0.1537,si,""
ninstance_543.txt,55,fb,MACRO,-1,0,no,""
ninstance_543.txt,55,bt,MACRO,-1,0,no,""
ninstance_544.txt,5,fb,MICRO,-1,0,no,""
ninstance_544.txt,5,bt,MICRO,-1,0,no,""
ninstance_544.txt,5,fb,MACRO,0,5.6625,si,""
ninstance_544.txt,5,bt,MACRO,0,0.0261,si,""
ninstance_544.txt,10,fb,MICRO,-1,0,no,""
ninstance_544.txt,10,bt,MICRO,-1,0,no,""
ninstance_544.txt,10,fb,MACRO,0,5.6096,si,""
ninstance_544.txt,10,bt,MACRO,0,0.0138,si,""
ninstance_544.txt,15,fb,MICRO,-1,0,no,""
ninstance_544.txt,15,bt,MICRO,-1,0,no,""
ninstance_544.txt,15,fb,MACRO,0,2.2793,si,""
ninstance_544.txt,15,bt,MACRO,0,0.0297,si,""
ninstance_544.txt,20,fb,MICRO,-1,0,no,""
ninstance_544.txt,20,bt,MICRO,-1,0,no,""
ninstance_544.txt,20,fb,MACRO,0,0.1075,si,""
ninstance_544.txt,20,bt,MACRO,0,0.0216,si,""
ninstance_544.txt,25,fb,MICRO,-1,0,no,""
ninstance_544.txt,25,bt,MICRO,-1,0,no,""
ninstance_544.txt,25,fb,MACRO,0,0.0557,si,""
ninstance_544.txt,25,bt,MACRO,0,0.0252,si,""
ninstance_544.txt,30,fb,MICRO,0,1.4946,si,""
ninstance_544.txt,30,bt,MICRO,0,0.0422,si,""
ninstance_544.txt,30,fb,MACRO,0,0.0372,si,""
ninstance_544.txt,30,bt,MACRO,0,0.0273,si,""
ninstance_544.txt,35,fb,MICRO,0,1.4276,si,""
ninstance_544.txt,35,bt,MICRO,0,0.0503,si,""
ninstance_544.txt,35,fb,MACRO,0,0.0371,si,""
ninstance_544.txt,35,bt,MACRO,0,0.0258,si,""
ninstance_544.txt,40,fb,MICRO,0,1.4432,si,""
ninstance_544.txt,40,bt,MICRO,0,0.0438,si,""
ninstance_544.txt,40,fb,MACRO,0,0.0373,si,""
ninstance_544.txt,40,bt,MACRO,0,0.029,si,""
ninstance_544.txt,45,fb,MICRO,0,0.9593,si,""
ninstance_544.txt,45,bt,MICRO,0,0.0325,si,""
ninstance_544.txt,45,fb,MACRO,0,0.027,si,""
ninstance_544.txt,45,bt,MACRO,0,0.0305,si,""
ninstance_544.txt,50,fb,MICRO,0,1.1746,si,""
ninstance_544.txt,50,bt,MICRO,0,0.0341,si,""
ninstance_544.txt,50,fb,MACRO,0,0.1859,si,""
ninstance_544.txt,50,bt,MACRO,0,0.0264,si,""
ninstance_544.txt,55,fb,MICRO,0,1.3325,si,""
ninstance_544.txt,55,bt,MICRO,0,0.0516,si,""
ninstance_544.txt,55,fb,MACRO,0,0.0375,si,""
ninstance_544.txt,55,bt,MACRO,0,0.0291,si,""
ninstance_544.txt,60,fb,MICRO,0,1.4245,si,""
ninstance_544.txt,60,bt,MICRO,0,0.0404,si,""
ninstance_544.txt,60,fb,MACRO,0,0.0384,si,""
ninstance_544.txt,60,bt,MACRO,0,0.0301,si,""
ninstance_544.txt,65,fb,MICRO,0,1.5682,si,""
ninstance_544.txt,65,bt,MICRO,0,0.0385,si,""
ninstance_544.txt,65,fb,MACRO,0,0.0361,si,""
ninstance_544.txt,65,bt,MACRO,0,0.0297,si,""
ninstance_544.txt,70,fb,MICRO,0,1.4157,si,""
ninstance_544.txt,70,bt,MICRO,0,0.0418,si,""
ninstance_544.txt,70,fb,MACRO,0,0.037,si,""
ninstance_544.txt,70,bt,MACRO,0,0.0267,si,""
ninstance_544.txt,75,fb,MICRO,0,1.4529,si,""
ninstance_544.txt,75,bt,MICRO,0,0.0424,si,""
ninstance_544.txt,75,fb,MACRO,0,0.0365,si,""
ninstance_544.txt,75,bt,MACRO,0,0.0266,si,""
ninstance_544.txt,80,fb,MICRO,0,1.4466,si,""
ninstance_544.txt,80,bt,MICRO,0,0.0399,si,""
ninstance_544.txt,80,fb,MACRO,0,0.0353,si,""
ninstance_544.txt,80,bt,MACRO,0,0.0304,si,""
ninstance_544.txt,85,fb,MICRO,0,3.1601,si,""
ninstance_544.txt,85,bt,MICRO,0,0.0613,si,""
ninstance_544.txt,85,fb,MACRO,-1,0,no,""
ninstance_544.txt,85,bt,MACRO,-1,0,no,""
ninstance_544.txt,90,fb,MICRO,0,20.6995,si,""
ninstance_544.txt,90,bt,MICRO,0,0.0395,si,""
ninstance_544.txt,90,fb,MACRO,-1,0,no,""
ninstance_544.txt,90,bt,MACRO,-1,0,no,""
ninstance_546.txt,5,fb,MICRO,-1,0,no,""
ninstance_546.txt,5,bt,MICRO,-1,0,no,""
ninstance_546.txt,5,fb,MACRO,0,217.322,si,""
ninstance_546.txt,5,bt,MACRO,0,0.0315,si,""
ninstance_546.txt,10,fb,MICRO,-1,0,no,""
ninstance_546.txt,10,bt,MICRO,-1,0,no,""
ninstance_546.txt,10,fb,MACRO,0,0.0991,si,""
ninstance_546.txt,10,bt,MACRO,0,0.0281,si,""
ninstance_546.txt,15,fb,MICRO,0,20.9332,si,""
ninstance_546.txt,15,bt,MICRO,0,0.0552,si,""
ninstance_546.txt,15,fb,MACRO,0,0.0603,si,""
ninstance_546.txt,15,bt,MACRO,0,0.0284,si,""
ninstance_546.txt,20,fb,MICRO,0,48.45,si,""
ninstance_546.txt,20,bt,MICRO,0,0.0599,si,""
ninstance_546.txt,20,fb,MACRO,0,0.0575,si,""
ninstance_546.txt,20,bt,MACRO,0,0.0362,si,""
ninstance_546.txt,25,fb,MICRO,0,50.2427,si,""
ninstance_546.txt,25,bt,MICRO,0,0.0533,si,""
ninstance_546.txt,25,fb,MACRO,0,0.058,si,""
ninstance_546.txt,25,bt,MACRO,0,0.03,si,""
ninstance_546.txt,30,fb,MICRO,0,35.4957,si,""
ninstance_546.txt,30,bt,MICRO,0,0.0474,si,""
ninstance_546.txt,30,fb,MACRO,0,0.0551,si,""
ninstance_546.txt,30,bt,MACRO,0,0.0222,si,""
ninstance_546.txt,35,fb,MICRO,0,86.1613,si,""
ninstance_546.txt,35,bt,MICRO,0,0.0624,si,""
ninstance_546.txt,35,fb,MACRO,-1,0,no,""
ninstance_546.txt,35,bt,MACRO,-1,0,no,""
ninstance_546.txt,40,fb,MICRO,0,56.2081,si,""
ninstance_546.txt,40,bt,MICRO,0,0.0617,si,""
ninstance_546.txt,40,fb,MACRO,-1,0,no,""
ninstance_546.txt,40,bt,MACRO,-1,0,no,""
ninstance_546.txt,45,fb,MICRO,0,127.446,si,""
ninstance_546.txt,45,bt,MICRO,0,0.0567,si,""
ninstance_546.txt,45,fb,MACRO,-1,0,no,""
ninstance_546.txt,45,bt,MACRO,-1,0,no,""
ninstance_549.txt,5,fb,MICRO,-1,0,no,""
ninstance_549.txt,5,bt,MICRO,-1,0,no,""
ninstance_549.txt,5,fb,MACRO,0,5.7795,si,""
ninstance_549.txt,5,bt,MACRO,0,0.0217,si,""
ninstance_549.txt,10,fb,MICRO,-1,0,no,""
ninstance_549.txt,10,bt,MICRO,-1,0,no,""
ninstance_549.txt,10,fb,MACRO,0,2.5248,si,""
ninstance_549.txt,10,bt,MACRO,0,0.0175,si,""
ninstance_549.txt,15,fb,MICRO,-1,0,no,""
ninstance_549.txt,15,bt,MICRO,-1,0,no,""
ninstance_549.txt,15,fb,MACRO,0,0.0603,si,""
ninstance_549.txt,15,bt,MACRO,0,0.0211,si,""
ninstance_549.txt,20,fb,MICRO,0,1.2556,si,""
ninstance_549.txt,20,bt,MICRO,0,0.0353,si,""
ninstance_549.txt,20,fb,MACRO,0,0.0288,si,""
ninstance_549.txt,20,bt,MACRO,0,0.0214,si,""
ninstance_549.txt,25,fb,MICRO,0,1.2424,si,""
ninstance_549.txt,25,bt,MICRO,0,0.0349,si,""
ninstance_549.txt,25,fb,MACRO,0,0.029,si,""
ninstance_549.txt,25,bt,MACRO,0,0.0212,si,""
ninstance_549.txt,30,fb,MICRO,0,1.5055,si,""
ninstance_549.txt,30,bt,MICRO,0,0.0397,si,""
ninstance_549.txt,30,fb,MACRO,0,0.0313,si,""
ninstance_549.txt,30,bt,MACRO,0,0.0244,si,""
ninstance_549.txt,35,fb,MICRO,0,1.2613,si,""
ninstance_549.txt,35,bt,MICRO,0,0.0413,si,""
ninstance_549.txt,35,fb,MACRO,0,0.0293,si,""
ninstance_549.txt,35,bt,MACRO,0,0.0232,si,""
ninstance_549.txt,40,fb,MICRO,0,1.3941,si,""
ninstance_549.txt,40,bt,MICRO,0,0.0389,si,""
ninstance_549.txt,40,fb,MACRO,0,0.03,si,""
ninstance_549.txt,40,bt,MACRO,0,0.0222,si,""
ninstance_549.txt,45,fb,MICRO,0,1.2736,si,""
ninstance_549.txt,45,bt,MICRO,0,0.0398,si,""
ninstance_549.txt,45,fb,MACRO,0,0.0313,si,""
ninstance_549.txt,45,bt,MACRO,0,0.0288,si,""
ninstance_549.txt,50,fb,MICRO,0,1.1605,si,""
ninstance_549.txt,50,bt,MICRO,0,0.0436,si,""
ninstance_549.txt,50,fb,MACRO,0,0.0299,si,""
ninstance_549.txt,50,bt,MACRO,0,0.021,si,""
ninstance_549.txt,55,fb,MICRO,0,2.3937,si,""
ninstance_549.txt,55,bt,MICRO,0,0.0473,si,""
ninstance_549.txt,55,fb,MACRO,-1,0,no,""
ninstance_549.txt,55,bt,MACRO,-1,0,no,""
ninstance_552.txt,5,fb,MICRO,-1,0,no,""
ninstance_552.txt,5,bt,MICRO,-1,0,no,""
ninstance_552.txt,5,fb,MACRO,-1,0,no,""
ninstance_552.txt,5,bt,MACRO,-1,0,no,""
ninstance_552.txt,10,fb,MICRO,-1,0,no,""
ninstance_552.txt,10,bt,MICRO,-1,0,no,""
ninstance_552.txt,10,fb,MACRO,-1,0,no,""
ninstance_552.txt,10,bt,MACRO,-1,0,no,""
ninstance_552.txt,15,fb,MICRO,-1,0,no,""
ninstance_552.txt,15,bt,MICRO,-1,0,no,""
ninstance_552.txt,15,fb,MACRO,-1,0,no,""
ninstance_552.txt,15,bt,MACRO,-1,0,no,""
ninstance_552.txt,20,fb,MICRO,0,4.8049,si,""
ninstance_552.txt,20,bt,MICRO,0,0.0515,si,""
ninstance_552.txt,20,fb,MACRO,-1,0,no,""
ninstance_552.txt,20,bt,MACRO,-1,0,no,""
ninstance_558.txt,5,fb,MICRO,-1,0,no,""
ninstance_558.txt,5,bt,MICRO,-1,0,no,""
ninstance_558.txt,5,fb,MACRO,0,0.9903,si,""
ninstance_558.txt,5,bt,MACRO,0,0.033,si,""
ninstance_558.txt,10,fb,MICRO,0,341.124,si,""
ninstance_558.txt,10,bt,MICRO,0,0.0571,si,""
ninstance_558.txt,10,fb,MACRO,0,0.0875,si,""
